71.75,6.86,135.56,94.78,2.08,52.14,78.8
74.46,6.86,137.98,96.91,3.12,53.35,80.6
74.46,6.86,137.98,96.91,3.12,53.35,80.6
73.1,6.86,135.56,95.84,2.08,52.14,80.6
73.1,6.86,137.98,96.91,3.12,53.35,80.6
74.46,6.86,139.19,97.97,3.12,53.35,82.4
73.1,6.86,136.77,95.84,2.08,52.14,80.6
74.46,6.86,139.19,97.97,3.12,53.35,80.6
74.46,6.86,140.4,99.04,3.12,53.35,80.6
73.1,6.86,136.77,96.91,3.12,52.14,82.4
74.46,6.86,139.19,97.97,3.12,53.35,80.6
74.46,6.86,139.19,97.97,3.12,53.35,80.6
73.1,6.86,137.98,96.91,3.12,53.35,80.6
74.46,6.86,139.19,97.97,3.12,53.35,80.6
74.46,6.86,140.4,99.04,3.12,53.35,80.6
73.1,6.86,136.77,96.91,2.08,52.14,80.6
74.46,6.86,139.19,97.97,3.12,53.35,80.6
74.46,6.86,139.19,97.97,3.12,53.35,80.6
73.1,6.86,137.98,96.91,3.12,53.35,80.6
74.46,6.86,139.19,97.97,3.12,54.56,80.6
74.46,6.86,140.4,99.04,3.12,54.56,80.6
73.1,6.86,137.98,96.91,3.12,52.14,80.6
74.46,6.86,139.19,97.97,3.12,53.35,80.6
74.46,6.86,139.19,97.97,3.12,53.35,80.6
73.1,6.86,137.98,96.91,3.12,53.35,80.6
74.46,6.86,140.4,99.04,3.12,54.56,80.6
74.46,6.86,139.19,97.97,3.12,54.56,80.6
73.1,6.86,136.77,96.91,2.08,53.35,80.6
74.46,6.86,139.19,97.97,3.12,53.35,80.6
74.46,6.86,140.4,99.04,3.12,53.35,80.6
