81.22,8.0,169.45,158.68,3.12,141.86,77.0
79.87,8.0,163.4,152.29,4.17,128.52,78.8
73.1,6.86,137.98,97.97,3.12,63.05,78.8
74.46,6.86,139.19,99.04,3.12,65.47,78.8
75.81,6.86,140.4,112.88,3.12,143.07,80.6
77.16,8.0,142.82,116.08,3.12,147.92,78.8
79.87,8.0,153.71,149.09,3.12,157.62,78.8
79.87,8.0,156.13,150.16,4.17,160.05,78.8
86.64,8.0,168.24,159.74,4.17,183.08,80.6
89.35,8.0,171.87,164.0,4.17,187.93,78.8
83.93,6.86,142.82,119.27,4.17,156.41,78.8
86.64,6.86,145.24,121.4,4.17,160.05,80.6
78.52,6.86,139.19,101.17,3.12,109.12,78.8
79.87,6.86,141.61,103.3,3.12,111.55,80.6
93.41,6.86,151.29,118.21,4.17,138.22,80.6
94.76,6.86,152.5,120.34,4.17,143.07,80.6
92.05,6.86,146.45,105.43,4.17,90.94,78.8
94.76,6.86,150.08,106.49,4.17,93.36,78.8
87.99,8.0,160.98,154.42,4.17,185.51,78.8
90.7,8.0,163.4,155.48,4.17,189.15,80.6
