360.09,13.71,779.46,957.38,22.91,1568.94,77.0
372.28,16.0,801.24,984.01,29.16,1606.53,77.0
178.69,9.14,386.1,329.07,8.33,470.44,78.8
182.75,9.14,392.15,334.39,9.37,480.14,78.8
151.62,6.86,227.54,150.16,5.21,130.95,78.8
154.32,8.0,229.96,152.29,6.25,133.37,78.8
300.53,12.57,510.76,675.17,21.87,1536.21,78.8
308.65,13.71,522.87,691.15,25.0,1565.31,78.8
392.58,11.43,774.62,752.91,21.87,1325.24,78.8
398.0,12.57,783.09,761.43,25.0,1345.85,78.8
263.98,11.43,679.0,660.26,14.58,842.67,78.8
277.51,12.57,729.83,710.32,18.75,900.87,80.6
239.61,10.28,382.47,450.47,15.62,1240.36,80.6
251.79,11.43,401.83,480.29,19.79,1307.05,80.6
353.32,13.71,901.7,966.97,21.87,1429.51,78.8
358.74,14.85,916.23,981.88,26.04,1453.76,78.8
207.12,9.14,447.83,397.22,10.41,535.91,78.8
400.7,12.57,754.04,772.08,26.04,1319.17,80.6
369.57,11.43,698.37,699.67,19.79,1210.05,78.8
379.04,12.57,712.89,713.51,23.95,1233.09,80.6
