169.22,5.71,130.72,175.72,14.58,435.28,91.4
173.28,5.71,133.14,178.91,17.71,443.77,91.4
173.28,5.71,133.14,178.91,17.71,444.98,93.2
174.63,5.71,133.14,176.78,17.71,444.98,91.4
175.98,6.86,134.35,178.91,18.75,448.62,91.4
175.98,5.71,134.35,178.91,18.75,448.62,93.2
175.98,5.71,134.35,179.98,18.75,449.83,93.2
175.98,6.86,134.35,179.98,18.75,448.62,93.2
175.98,5.71,134.35,178.91,18.75,448.62,93.2
178.69,6.86,135.56,181.04,20.83,454.68,93.2
175.98,6.86,134.35,179.98,18.75,449.83,93.2
177.34,5.71,135.56,179.98,19.79,451.04,93.2
175.98,5.71,134.35,179.98,18.75,449.83,93.2
177.34,5.71,135.56,181.04,19.79,452.25,93.2
177.34,5.71,135.56,179.98,19.79,453.47,93.2
