346.57	1533.93
346.78	1533.93
346.99	1533.93
347.20	1445.87
347.41	1441.77
347.62	1572.84
347.83	1619.94
348.04	1564.65
348.25	1595.37
348.46	1572.84
348.67	1597.42
348.88	1578.98
349.09	1621.99
349.30	1540.07
349.51	1613.80
349.72	1599.46
349.93	1609.70
350.14	1505.26
350.35	1605.61
350.56	1658.85
350.77	1734.63
350.98	1671.14
351.19	1665.00
351.40	1714.15
351.61	1662.95
351.82	1581.03
352.03	1556.46
352.24	1728.49
352.45	1701.86
352.66	1654.76
352.87	1675.24
353.08	1679.33
353.29	1718.25
353.50	1673.19
353.71	1755.11
353.92	1660.90
354.13	1654.76
354.34	1644.52
354.55	1619.94
354.76	1662.95
354.97	1660.90
355.18	1630.18
355.39	1644.52
355.60	1716.20
355.80	1705.96
356.01	1576.94
356.22	1656.81
356.43	1656.81
356.64	1636.33
356.85	1646.57
357.06	1681.38
357.27	1642.47
357.48	1714.15
357.69	1656.81
357.90	1746.92
358.11	1705.96
358.32	1673.19
358.53	1638.38
358.74	1683.43
358.95	1650.66
359.16	1748.97
359.37	1644.52
359.58	1693.67
359.79	1554.41
360.00	1578.98
360.21	1677.29
360.42	1683.43
360.63	1650.66
360.84	1726.44
361.05	1581.03
361.26	1660.90
361.46	1636.33
361.67	1669.09
361.88	1650.66
362.09	1687.53
362.30	1654.76
362.51	1757.16
362.72	1660.90
362.93	1654.76
363.14	1673.19
363.35	1671.14
363.56	1615.85
363.77	1615.85
363.98	1701.86
364.19	1810.40
364.40	1673.19
364.61	1665.00
364.82	1570.79
365.03	1722.34
365.24	1738.73
365.44	1642.47
365.65	1671.14
365.86	1757.16
366.07	1697.77
366.28	1648.61
366.49	1644.52
366.70	1689.57
366.91	1720.29
367.12	1697.77
367.33	1714.15
367.54	1736.68
367.75	1716.20
367.96	1648.61
368.17	1632.23
368.38	1695.72
368.58	1654.76
368.79	1748.97
369.00	1665.00
369.21	1675.24
369.42	1601.51
369.63	1849.32
369.84	1669.09
370.05	1730.53
370.26	1630.18
370.47	1687.53
370.68	1732.58
370.89	1679.33
371.09	1673.19
371.30	1716.20
371.51	1628.14
371.72	1660.90
371.93	1662.95
372.14	1693.67
372.35	1728.49
372.56	1609.70
372.77	1583.08
372.98	1703.91
373.19	1712.10
373.40	1642.47
373.60	1708.01
373.81	1671.14
374.02	1703.91
374.23	1738.73
374.44	1732.58
374.65	1699.81
374.86	1775.59
375.07	1724.39
375.28	1648.61
375.49	1720.29
375.69	1679.33
375.90	1710.05
376.11	1607.66
376.32	1636.33
376.53	1722.34
376.74	1669.09
376.95	1705.96
377.16	1662.95
377.37	1742.82
377.58	1630.18
377.78	1644.52
377.99	1699.81
378.20	1699.81
378.41	1791.97
