SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri May 12 15:37:16 EDT 2017
User: jcherston
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: USB4F06975
Integration Time (usec): 100000 (USB4F06975)
Spectra Averaged: 1 (USB4F06975)
Boxcar Smoothing: 0 (USB4F06975)
Correct for Electrical Dark: No (USB4F06975)
Strobe/Lamp Enabled: No (USB4F06975)
Correct for Detector Non-linearity: No (USB4F06975)
Correct for Stray Light: No (USB4F06975)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
346.57	1523.69
346.78	1523.69
346.99	1523.69
347.20	1480.68
347.41	1413.10
347.62	1583.08
347.83	1619.94
348.04	1591.27
348.25	1681.38
348.46	1679.33
348.67	1636.33
348.88	1595.37
349.09	1718.25
349.30	1595.37
349.51	1619.94
349.72	1617.90
349.93	1607.66
350.14	1630.18
350.35	1576.94
350.56	1589.22
350.77	1724.39
350.98	1636.33
351.19	1576.94
351.40	1574.89
351.61	1677.29
351.82	1548.26
352.03	1574.89
352.24	1654.76
352.45	1619.94
352.66	1585.13
352.87	1617.90
353.08	1603.56
353.29	1611.75
353.50	1687.53
353.71	1624.04
353.92	1552.36
354.13	1638.38
354.34	1581.03
354.55	1603.56
354.76	1560.55
354.97	1630.18
355.18	1619.94
355.39	1589.22
355.60	1679.33
355.80	1599.46
356.01	1509.35
356.22	1652.71
356.43	1615.85
356.64	1636.33
356.85	1619.94
357.06	1658.85
357.27	1595.37
357.48	1593.32
357.69	1599.46
357.90	1589.22
358.11	1595.37
358.32	1599.46
358.53	1583.08
358.74	1572.84
358.95	1640.42
359.16	1570.79
359.37	1572.84
359.58	1599.46
359.79	1595.37
360.00	1583.08
360.21	1619.94
360.42	1652.71
360.63	1568.74
360.84	1654.76
361.05	1652.71
361.26	1611.75
361.46	1621.99
361.67	1597.42
361.88	1605.61
362.09	1511.40
362.30	1628.14
362.51	1560.55
362.72	1597.42
362.93	1583.08
363.14	1611.75
363.35	1611.75
363.56	1587.18
363.77	1609.70
363.98	1615.85
364.19	1687.53
364.40	1562.60
364.61	1546.22
364.82	1562.60
365.03	1662.95
365.24	1511.40
365.44	1570.79
365.65	1554.41
365.86	1712.10
366.07	1628.14
366.28	1578.98
366.49	1667.05
366.70	1583.08
366.91	1607.66
367.12	1564.65
367.33	1644.52
367.54	1624.04
367.75	1581.03
367.96	1597.42
368.17	1640.42
368.38	1628.14
368.58	1583.08
368.79	1656.81
369.00	1619.94
369.21	1665.00
369.42	1650.66
369.63	1654.76
369.84	1634.28
370.05	1628.14
370.26	1501.16
370.47	1624.04
370.68	1634.28
370.89	1642.47
371.09	1628.14
371.30	1662.95
371.51	1562.60
371.72	1574.89
371.93	1636.33
372.14	1648.61
372.35	1662.95
372.56	1509.35
372.77	1480.68
372.98	1529.83
373.19	1597.42
373.40	1603.56
373.60	1542.12
373.81	1597.42
374.02	1671.14
374.23	1531.88
374.44	1581.03
374.65	1597.42
374.86	1636.33
375.07	1533.93
375.28	1595.37
375.49	1646.57
375.69	1601.51
375.90	1609.70
376.11	1517.54
376.32	1560.55
376.53	1581.03
376.74	1554.41
376.95	1568.74
377.16	1570.79
377.37	1540.07
377.58	1548.26
377.78	1501.16
377.99	1572.84
378.20	1630.18
378.41	1730.53
378.62	1611.75
378.83	1570.79
379.04	1613.80
379.25	1726.44
379.46	1601.51
379.66	1583.08
379.87	1626.09
380.08	1648.61
380.29	1648.61
380.50	1650.66
380.71	1603.56
380.92	1558.50
381.13	1546.22
381.33	1585.13
381.54	1624.04
381.75	1613.80
381.96	1611.75
382.17	1667.05
382.38	1644.52
382.59	1640.42
382.80	1605.61
383.00	1667.05
383.21	1583.08
383.42	1523.69
383.63	1556.46
383.84	1652.71
384.05	1576.94
384.26	1617.90
384.47	1617.90
384.67	1619.94
384.88	1630.18
385.09	1589.22
385.30	1611.75
385.51	1636.33
385.72	1613.80
385.93	1552.36
386.13	1591.27
386.34	1634.28
386.55	1650.66
386.76	1566.70
386.97	1628.14
387.18	1546.22
387.39	1552.36
387.59	1642.47
387.80	1574.89
388.01	1638.38
388.22	1621.99
388.43	1689.57
388.64	1566.70
388.85	1572.84
389.05	1583.08
389.26	1652.71
389.47	1583.08
389.68	1646.57
389.89	1591.27
390.10	1607.66
390.31	1581.03
390.51	1527.78
390.72	1570.79
390.93	1640.42
391.14	1656.81
391.35	1570.79
391.56	1617.90
391.76	1644.52
391.97	1665.00
392.18	1593.32
392.39	1632.23
392.60	1658.85
392.81	1554.41
393.01	1531.88
393.22	1636.33
393.43	1617.90
393.64	1501.16
393.85	1662.95
394.06	1540.07
394.26	1636.33
394.47	1564.65
394.68	1665.00
394.89	1585.13
395.10	1595.37
395.31	1554.41
395.51	1644.52
395.72	1546.22
395.93	1650.66
396.14	1615.85
396.35	1619.94
396.55	1624.04
396.76	1621.99
396.97	1617.90
397.18	1550.31
397.39	1634.28
397.60	1564.65
397.80	1572.84
398.01	1638.38
398.22	1615.85
398.43	1595.37
398.64	1556.46
398.84	1564.65
399.05	1587.18
399.26	1671.14
399.47	1552.36
399.68	1615.85
399.88	1644.52
400.09	1589.22
400.30	1599.46
400.51	1591.27
400.72	1511.40
400.92	1497.07
401.13	1558.50
401.34	1632.23
401.55	1697.77
401.76	1636.33
401.96	1562.60
402.17	1609.70
402.38	1560.55
402.59	1667.05
402.80	1964.00
403.00	1581.03
403.21	1587.18
403.42	1656.81
403.63	1621.99
403.84	1560.55
404.04	1669.09
404.25	1533.93
404.46	1593.32
404.67	1611.75
404.88	1617.90
405.08	1685.48
405.29	1615.85
405.50	1669.09
405.71	1652.71
405.91	1589.22
406.12	1546.22
406.33	1611.75
406.54	1583.08
406.75	1595.37
406.95	1572.84
407.16	1583.08
407.37	1609.70
407.58	1644.52
407.78	1867.75
407.99	1619.94
408.20	1550.31
408.41	1701.86
408.62	1615.85
408.82	1538.02
409.03	1492.97
409.24	1619.94
409.45	1603.56
409.65	1578.98
409.86	1554.41
410.07	1593.32
410.28	1533.93
410.48	1615.85
410.69	1599.46
410.90	1628.14
411.11	1660.90
411.31	1632.23
411.52	1628.14
411.73	1644.52
411.94	1574.89
412.14	1689.57
412.35	1673.19
412.56	1572.84
412.77	1521.64
412.98	1533.93
413.18	1540.07
413.39	1695.72
413.60	1566.70
413.81	1597.42
414.01	1607.66
414.22	1562.60
414.43	1605.61
414.64	1566.70
414.84	1578.98
415.05	1519.59
415.26	1548.26
415.46	1583.08
415.67	1603.56
415.88	1548.26
416.09	1525.74
416.29	1550.31
416.50	1595.37
416.71	1617.90
416.92	1548.26
417.12	1587.18
417.33	1572.84
417.54	1701.86
417.75	1562.60
417.95	1572.84
418.16	1669.09
418.37	1529.83
418.58	1581.03
418.78	1566.70
418.99	1630.18
419.20	1540.07
419.40	1636.33
419.61	1603.56
419.82	1640.42
420.03	1507.30
420.23	1687.53
420.44	1583.08
420.65	1583.08
420.85	1570.79
421.06	1597.42
421.27	1605.61
421.48	1712.10
421.68	1568.74
421.89	1546.22
422.10	1617.90
422.30	1628.14
422.51	1546.22
422.72	1486.83
422.93	1564.65
423.13	1654.76
423.34	1650.66
423.55	1570.79
423.75	1654.76
423.96	1619.94
424.17	1626.09
424.38	1609.70
424.58	1517.54
424.79	1607.66
425.00	1613.80
425.20	1621.99
425.41	1636.33
425.62	1599.46
425.83	1597.42
426.03	1591.27
426.24	1628.14
426.45	1605.61
426.65	1564.65
426.86	1558.50
427.07	1638.38
427.27	1636.33
427.48	1613.80
427.69	1617.90
427.89	1578.98
428.10	1581.03
428.31	1568.74
428.52	1703.91
428.72	1599.46
428.93	1654.76
429.14	1648.61
429.34	1646.57
429.55	1632.23
429.76	1597.42
429.96	1548.26
430.17	1677.29
430.38	1671.14
430.58	1525.74
430.79	1638.38
431.00	1613.80
431.20	1638.38
431.41	1578.98
431.62	1628.14
431.82	1583.08
432.03	1572.84
432.24	1544.17
432.44	1718.25
